,tweet type,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
1041,RT,PatrickCFoulke,1070,5001,4,21301,,,,Bengals,1084742,248,6336,31051,,,
1042,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,1084742,248,6336,31051,,,
1043,RT,nick67volks,75,321,0,1394,,,,RamsNFL,1060485,512,6389,59603,,,
1044,Tweet,nachonight,383,1959,9,1375,,,,nachonight,1060485,512,6389,59603,,,
1045,RT,angelaav28,617,608,2,2496,,,,coreydeanstone,879,1647,2,3870,,,
1046,RT,hiNmightydodger,501,1423,7,57235,,,,RamsNFL,1060485,512,6389,59603,,,
1047,RT,G14Xrp,650,321,6,9570,,,,ThinkingCrypto1,80342,2099,494,22951,,,
1048,RT,PatrickCFoulke,1070,5001,4,21301,,,,WLWT,143745,562,1305,420402,,,
1049,RT,Zach_Langguth,257,383,1,3185,,,,Bengals,1084742,248,6336,31051,,,
1050,Tweet,LUCIANOLEFTY,1376,3095,2,11365,,,,LUCIANOLEFTY,1084742,248,6336,31051,,,
1051,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,1084742,248,6336,31051,,,
1052,RT,akiboiii,1044,718,8,3641,,,,SuperlativeDAO,1436,81,0,163,,,
1053,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,1436,81,0,163,,,
1054,Tweet,Steinand9,386,688,4,1029,,,,Steinand9,1436,81,0,163,,,
1055,RT,Dawswildcat,973,1469,11,28957,,,,Bengals,1084742,248,6336,31051,,,
1056,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,1084742,248,6336,31051,,,
1057,RT,MusingBaby,4,13,0,116,,,,EsquireTheatre,1007,395,26,1649,,,
1058,RT,RalphieBeam,1747,5002,5,61386,,,,NFL,28642234,2722,50429,233789,,,
1059,RT,JdMinks,2717,4497,84,275412,,,,CainMcCoy,1670,520,39,143986,,,
1060,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,1670,520,39,143986,,,
1061,RT,Freki_Crypto_OG,5969,1617,26,125042,,,,ThinkingCrypto1,80342,2099,494,22951,,,
1062,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,80342,2099,494,22951,,,
1063,Tweet,jeolmoz2,705,327,29,80466,,,,jeolmoz2,80342,2099,494,22951,,,
1064,RT,superfrie783,26,64,0,570,,,,veronicaxxxooo,838,680,13,9785,,,
1065,RT,iChelseaFan1,6,53,0,139,,,,DraftKings,341618,1943,2012,90862,,,
1066,RT,bronamath004,1141,1473,4,5944,,,,CrazyPantherNFT,7186,303,32,518,,,
1067,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,7186,303,32,518,,,
1068,RT,KevinDRoyster,37,128,2,6719,,,,ThinkingCrypto1,80342,2099,494,22951,,,
1069,Tweet,Carlos_Saucedo,2423,1121,91,10146,,,,Carlos_Saucedo,80342,2099,494,22951,,,
1070,RT,NyFrankx,218,592,0,22496,,,,victorg67867500,232,407,0,2117,,,
1071,Tweet,ThinkingCrypto1,80342,2099,494,22951,,,,ThinkingCrypto1,232,407,0,2117,,,
1072,RT,TheGOATBrady,210,192,2,93268,,,,SNFonNBC,993035,2480,5415,79758,,,
1073,RT,Spark20222,607,585,3,994,,,,crypto_brewer,1881,4704,8,5259,,,
1074,RT,brent_an,433,267,0,13297,,,,WINCINNATI_,2619,980,5,215,,,
1075,RT,flaviorucci,641,1625,13,11362,,,,Adweek,678977,26475,16291,132154,,,
1076,RT,Just_dessertz17,230,372,4,9477,,,,StuartFeiner,140015,372,290,13519,,,
1077,RT,ki_native,47,94,0,51270,,,,WUTangKids,98481,943,291,6933,,,
1078,Tweet,RichIMET,1613,1939,51,18885,,,,RichIMET,98481,943,291,6933,,,
1079,Tweet,SportsCardRadio,7447,313,99,10482,,,,SportsCardRadio,98481,943,291,6933,,,
1080,RT,jef23_SZ,5325,5796,1,104847,,,,pepenarduchi,1092,860,1,27312,,,
1081,RT,Avrajam_elninio,92,49,10,44430,,,,telemundoutah,2008,705,34,25040,,,
1082,RT,DiversPod,2538,1612,35,11292,,,,bleachbrospod,630,1496,0,1242,,,
1083,Tweet,CainMcCoy,1670,520,39,143986,,,,CainMcCoy,630,1496,0,1242,,,
1084,RT,solombo2,338,289,1,1220,,,,CrazyPantherNFT,7186,303,32,518,,,
1085,RT,R1a9y9j2,1149,5000,11,241641,,,,Trags,18584,2715,804,121400,,,
1086,RT,haagendazsboss,614,517,8,16089,,,,WillramWallace,2340,890,37,41304,,,
1087,Tweet,Bess577986701,338,689,1,4245,,,,Bess577986701,2340,890,37,41304,,,
1088,RT,Jrosin12,219,646,1,766,,,,CrazyPantherNFT,7186,303,32,518,,,
1089,RT,k_dawg20,49,806,0,551,,,,Bengals,1084742,248,6336,31051,,,
1090,RT,deanarking,107,999,3,1073,,,,Bengals,1084742,248,6336,31051,,,
1091,RT,WestVi81,30,143,0,1025,,,,PaniniAmerica,205223,6090,684,35506,,,
1092,Tweet,Law_of_83,20,65,0,423,,,,Law_of_83,205223,6090,684,35506,,,
1093,RT,FLMadeCyph,972,272,0,79196,,,,WeTheHobby,346,694,0,65,,,
1094,RT,izzy_nm,1466,1175,3,47515,,,,pepenarduchi,1092,860,1,27312,,,
1095,Tweet,tcbdbackfan,1175,3444,41,123790,,,,tcbdbackfan,1092,860,1,27312,,,
1096,RT,AdmireItsPurity,3026,3002,16,18013,,,,7thGypsy,4075,4379,63,110098,,,
1097,Tweet,English_AS,178700,1120,1994,192608,,,,English_AS,4075,4379,63,110098,,,
1098,RT,nflttbr,532,3,2,71350,,,,WalberrM,27,791,0,2458,,,
1099,RT,claypeck128,378,316,0,4375,,,,SNFonNBC,993035,2480,5415,79758,,,
1100,Tweet,MoeKhan19,4667,639,153,133128,,,,MoeKhan19,993035,2480,5415,79758,,,
1101,Tweet,CrazyPantherNFT,7186,303,32,518,,,,CrazyPantherNFT,993035,2480,5415,79758,,,
1102,RT,fernfieldflower,1244,1593,8,28206,,,,WINCINNATI_,2619,980,5,215,,,
1103,RT,Dante1231,88,238,0,183,,,,EvanMillward,8054,4252,236,70678,,,
1104,RT,gettinrich69,1412,4996,8,13178,,,,alexbreakline,7047,2320,25,2933,,,
1105,Tweet,NFTBoomer1,519,396,4,977,,,,NFTBoomer1,7047,2320,25,2933,,,
1106,RT,ComputeBlu,4874,4859,67,243796,,,,WUTangKids,98481,943,291,6933,,,
1107,Tweet,MSilverstoj,14,158,1,184,,,,MSilverstoj,98481,943,291,6933,,,
1108,Tweet,osamu_0205,59,57,0,1393,,,,osamu_0205,98481,943,291,6933,,,
1109,Tweet,crypto_brewer,1881,4704,8,5259,,,,crypto_brewer,98481,943,291,6933,,,
1110,Tweet,goodpicksmx,13,56,0,6,,,,goodpicksmx,98481,943,291,6933,,,
1111,RT,dawson_hoff,407,1681,0,17508,,,,MikeHilton_28,67786,1111,230,9176,,,
1112,RT,DavidFe72886073,65,23,2,2013,,,,FLUF_World,36925,1118,226,4253,,,
1113,RT,BoMckinne,26,141,1,1678,,,,wind_academy,584,5000,4,281,,,
1114,RT,NavoDavid,1216,1560,2,175922,,,,SNFonNBC,993035,2480,5415,79758,,,
1115,RT,Timphiwee,75,2929,1,13361,,,,NFLFrance,20866,200,100,21659,,,
1116,RT,matthunter,7169,7774,252,34279,,,,FLUF_World,36925,1118,226,4253,,,
1117,RT,chris12047222,8,19,0,83,,,,Bengals,1084742,248,6336,31051,,,
1118,RT,mimaliu_mg,519,1339,21,243319,,,,KellyClarksonTV,102081,1079,164,9580,,,
1119,Tweet,FrankCongress,80,384,1,551,,,,FrankCongress,102081,1079,164,9580,,,
1120,RT,Bs3Network,8149,8029,120,56315,,,,courtney110979,1130,2791,18,9141,,,
1121,Tweet,AMGHalstead,837,779,72,5383,,,,AMGHalstead,1130,2791,18,9141,,,
1122,RT,jasonmezrahi,1701,331,10,3197,,,,WinDailySports,9980,610,76,23184,,,
1123,RT,MartinOtis,3422,2700,83,144161,,,,MartinOtis,3422,2700,83,144161,,,
1124,RT,BlakeC68585569,143,1027,0,7600,,,,WINCINNATI_,2619,980,5,215,,,
1125,RT,BinuKoshy10,0,7,0,4,,,,WonderFi,4114,220,29,466,,,
1126,RT,shady_san13,1309,295,8,49328,,,,ShadyTimes,21508,222,37,21499,,,
1127,RT,vmac1986,101,951,0,1606,,,,RamsNFLReport,4005,1701,24,3794,,,
1128,RT,alditou,228,4994,7,32196,,,,SuperlativeDAO,1436,81,0,163,,,
1129,RT,HorrorLuver69,96,160,0,5744,,,,Bengals,1084742,248,6336,31051,,,
1130,Tweet,Lewton3,149,626,1,2279,,,,Lewton3,1084742,248,6336,31051,,,
1131,RT,BinuKoshy10,0,7,0,4,,,,bitbuy,8934,1360,70,5299,,,
1132,Tweet,Foliatti_Sports,9,14,0,1076,,,,Foliatti_Sports,8934,1360,70,5299,,,
1133,RT,jacksonkrueger,1624,130,13,1498,,,,OntheSidelineJK,97,91,2,390,,,
1134,RT,Bs3Network,8149,8029,120,56315,,,,strike7sports,1024,2198,13,8954,,,
1135,RT,anders550,21,230,0,459,,,,WUTangKids,98481,943,291,6933,,,
1136,Tweet,iscojavicnls,28,62,2,2735,,,,iscojavicnls,98481,943,291,6933,,,
1137,RT,RevolorioHector,252,195,7,21666,,,,NFL_Memes,994606,67,3575,12196,,,
1138,Tweet,iwasthere102908,4310,4581,231,335639,,,,iwasthere102908,994606,67,3575,12196,,,
1139,RT,G4Cards,391,490,1,1458,,,,G4Cards,391,490,1,1458,,,
1140,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,391,490,1,1458,,,
1141,RT,ItsCincinnati,1244,454,3,1701,,,,JMBorchardt,8701,1089,502,22828,,,
1142,RT,KmanNFT,142,838,4,404,,,,FLUF_World,36925,1118,226,4253,,,
1143,RT,Chris44Hein,73,280,0,1512,,,,WINCINNATI_,2619,980,5,215,,,
1144,RT,JhawkFire,7363,7557,125,23319,,,,LACOFD,107137,176,1266,9225,,,
1145,Tweet,JerseyKidPicks,146641,146686,499,26795,,,,JerseyKidPicks,107137,176,1266,9225,,,
1146,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,107137,176,1266,9225,,,
1147,RT,schmeichel_jer,231,1096,7,2571,,,,HSportscast,14,70,0,53,,,
1148,Tweet,Adweek,678977,26475,16291,132154,,,,Adweek,14,70,0,53,,,
1149,RT,Dom175289678,593,228,0,59036,,,,JacobIsrael71,10766,292,27,2998,,,
1150,RT,NickSarfaty500,1761,4872,99,266303,,,,Bengals,1084742,248,6336,31051,,,
1151,RT,malcolmaaron22,2011,2012,12,38421,,,,SuperlativeDAO,1436,81,0,163,,,
1152,RT,iwasthere102908,4310,4581,231,335639,,,,OddsCheckerUS,48115,10106,249,21206,,,
1153,RT,EITO1r31,1,18,0,194,,,,NFL,28642234,2722,50429,233789,,,
1154,Tweet,PauleneB_1,12,116,0,241,,,,PauleneB_1,28642234,2722,50429,233789,,,
1155,RT,Bruinbobby,432,1197,14,65618,,,,RamsNFLReport,4005,1701,24,3794,,,
1156,RT,Golim_,25434,1331,76,60304,,,,enefeudazueira,36587,498,131,74042,,,
1157,Tweet,sideways_joe,123,100,0,205,,,,sideways_joe,36587,498,131,74042,,,
1158,Tweet,bourne2invest,472,1372,1,1254,,,,bourne2invest,36587,498,131,74042,,,
1159,Tweet,waynekimmel,5928,1845,388,11225,,,,waynekimmel,36587,498,131,74042,,,
1160,RT,beatyourleague,127,12,0,380,,,,beatyourleague,127,12,0,380,,,
1161,RT,NickSarfaty500,1761,4872,99,266303,,,,Bengals,1084742,248,6336,31051,,,
1162,Tweet,Dreday8k,11,88,2,1330,,,,Dreday8k,1084742,248,6336,31051,,,
1163,Tweet,Gaydos_,2070,4785,14,2048,,,,Gaydos_,1084742,248,6336,31051,,,
1164,Tweet,ArteFuturamx,124,143,1,5146,,,,ArteFuturamx,1084742,248,6336,31051,,,
1165,Tweet,ThaLARampage10,161,576,2,1582,,,,ThaLARampage10,1084742,248,6336,31051,,,
1166,RT,HoneyMstdTacos,90,193,0,6976,,,,WINCINNATI_,2619,980,5,215,,,
1167,Tweet,enefeudazueira,36587,498,131,74042,,,,enefeudazueira,2619,980,5,215,,,
1168,Tweet,marciom20,41,83,6,2494,,,,marciom20,2619,980,5,215,,,
1169,RT,JackyDaytona863,125,744,0,4096,,,,WINCINNATI_,2619,980,5,215,,,
1170,RT,avamagunthe,0,11,0,2,,,,TheGameDayNFL,14489,234,62,15445,,,
1171,RT,ShelbyLongworth,1836,273,2,5190,,,,Bengals,1084742,248,6336,31051,,,
1172,Tweet,ruiruerui,307,869,4,63938,,,,ruiruerui,1084742,248,6336,31051,,,
1173,Tweet,arraxca10,1741,2005,9,292831,,,,arraxca10,1084742,248,6336,31051,,,
1174,RT,Ryanair314,717,4165,1,54222,,,,Baron3121,9156,924,85,60931,,,
1175,RT,Shannon_Crystal,143,425,7,10229,,,,Bengals,1084742,248,6336,31051,,,
1176,RT,HaitianBoyRou,539,522,0,35129,,,,ChefSayyy,82,106,0,154,,,
1177,RT,SpudsMck,373,447,1,29705,,,,Bengals,1084742,248,6336,31051,,,
1178,RT,Ray73535306,30,70,0,25,,,,Bengals,1084742,248,6336,31051,,,
1179,RT,_kyliejowilson,53,99,0,162,,,,WINCINNATI_,2619,980,5,215,,,
1180,RT,TristenChambers,1296,986,8,55327,,,,Bengals,1084742,248,6336,31051,,,
1181,Tweet,NFL_Cantadas,33742,1801,165,238976,,,,NFL_Cantadas,1084742,248,6336,31051,,,
1182,RT,jaeelyynnnn,651,591,3,14125,,,,WINCINNATI_,2619,980,5,215,,,
1183,RT,martykearns1,2906,3734,2,12964,,,,WUTangKids,98481,943,291,6933,,,
1184,Tweet,WalberrM,27,791,0,2458,,,,WalberrM,98481,943,291,6933,,,
1185,RT,BrentAsbrock,291,1755,0,2168,,,,Bengals,1084742,248,6336,31051,,,
1186,RT,JoeRam13,209,463,0,11117,,,,RamsNFL,1060485,512,6389,59603,,,
1187,Tweet,FootballJesus,7062,734,166,22534,,,,FootballJesus,1060485,512,6389,59603,,,
1188,Tweet,NevelMeadegolf,151,122,0,442,,,,NevelMeadegolf,1060485,512,6389,59603,,,
1189,Tweet,markdante1,31648,32466,897,33789,,,,markdante1,1060485,512,6389,59603,,,
1190,RT,P_Hendrickson,1724,2124,103,61371,,,,jeannevb,44641,19892,1469,138310,,,
1191,Tweet,parlay_big,2,21,0,80,,,,parlay_big,44641,19892,1469,138310,,,
1192,RT,StripesCincy,1477,477,2,2898,,,,Bengals,1084742,248,6336,31051,,,
1193,Tweet,JohnMamola,2813,826,113,56349,,,,JohnMamola,1084742,248,6336,31051,,,
1194,RT,USA11169,93,787,0,10603,,,,Broncos,2676018,5725,9079,69798,,,
1195,RT,team360entINC,198,685,0,14528,,,,team360entINC,198,685,0,14528,,,
1196,Tweet,teammoneywins,1,2,0,28,,,,teammoneywins,198,685,0,14528,,,
1197,RT,Eve_Voz,1774,2636,4,5571,,,,DeportesRepa,3345,3454,3,27557,,,
1198,RT,cenriquez23,82,55,2,11768,,,,JerryAzumah,28656,337,629,816,,,
1199,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,28656,337,629,816,,,
1200,RT,TomHarnisch,1061,1242,45,88028,,,,SNFonNBC,993035,2480,5415,79758,,,
1201,RT,dandakich,153577,187,1121,111779,,,,dandakich,153577,187,1121,111779,,,
1202,Tweet,HughUsa2,54,401,1,3377,,,,HughUsa2,153577,187,1121,111779,,,
1203,Tweet,SteveNorrisTV,1121,424,27,3208,,,,SteveNorrisTV,153577,187,1121,111779,,,
1204,RT,theffrobot,4030,2,31,194121,,,,GeoffLambert77,12186,10750,215,67394,,,
1205,RT,theffrobot,4030,2,31,194121,,,,WinDailySports,9980,610,76,23184,,,
1206,Tweet,Machwon46,2234,4814,27,35146,,,,Machwon46,9980,610,76,23184,,,
1207,RT,lorilee805,2203,2984,27,12336,,,,LARams520,2601,1886,26,100222,,,
1208,Tweet,capttere,4034,4731,120,215055,,,,capttere,2601,1886,26,100222,,,
1209,RT,KevinMoriarty67,84,543,1,877,,,,BengalsMicCart,2814,2849,4,472,,,
1210,Tweet,joesyelle,45,47,0,2251,,,,joesyelle,2814,2849,4,472,,,
1211,RT,905souljah,267,1222,3,25908,,,,RamsNFL,1060485,512,6389,59603,,,
1212,Tweet,Lets_getgoing25,150,396,1,5116,,,,Lets_getgoing25,1060485,512,6389,59603,,,
1213,RT,maddole,206,839,5,7799,,,,7thGypsy,4075,4379,63,110098,,,
1214,Tweet,mattsmith0,620,646,61,7979,,,,mattsmith0,4075,4379,63,110098,,,
1215,Tweet,danrep22,6,78,0,86,,,,danrep22,4075,4379,63,110098,,,
1216,Tweet,EvanMillward,8054,4252,236,70678,,,,EvanMillward,4075,4379,63,110098,,,
1217,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,4075,4379,63,110098,,,
1218,RT,Viperwildebeest,2380,4999,7,52760,,,,Bengals,1084742,248,6336,31051,,,
1219,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,1084742,248,6336,31051,,,
1220,Tweet,gil_lagunes,223,1462,0,6436,,,,gil_lagunes,1084742,248,6336,31051,,,
1221,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,1084742,248,6336,31051,,,
1222,RT,topfanscorner,4612,4423,8,358097,,,,MMBSports,422,1684,7,60013,,,
1223,Tweet,deiustitiaadrem,1004,5001,42,123003,,,,deiustitiaadrem,422,1684,7,60013,,,
1224,RT,gokhshteinmedia,65274,357,148,11513,,,,gokhshteinmedia,65274,357,148,11513,,,
1225,Tweet,candeepaint,5,27,0,322,,,,candeepaint,65274,357,148,11513,,,
1226,RT,WISDOMXVI,40,172,1,272,,,,Juiceofficial2x,843,285,2,9012,,,
1227,RT,luv_mydachshund,3556,4673,305,192698,,,,OddsCheckerUS,48115,10106,249,21206,,,
1228,Tweet,CulturalRights1,102,136,0,24562,,,,CulturalRights1,48115,10106,249,21206,,,
1229,Tweet,DBshow47,43,79,3,3657,,,,DBshow47,48115,10106,249,21206,,,
1230,RT,SaraCrooker,187,276,0,742,,,,WINCINNATI_,2619,980,5,215,,,
1231,RT,sethbbanzai,1310,4970,22,21884,,,,RanesHook,3340,4985,67,20288,,,
1232,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,3340,4985,67,20288,,,
1233,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,3340,4985,67,20288,,,
1234,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,3340,4985,67,20288,,,
1235,Tweet,nokaraoke,105,1233,0,3313,,,,nokaraoke,3340,4985,67,20288,,,
1236,RT,bearc0x,79,388,0,1677,,,,WINCINNATI_,2619,980,5,215,,,
1237,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,2619,980,5,215,,,
1238,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,2619,980,5,215,,,
1239,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,2619,980,5,215,,,
1240,RT,blkmothsuperfan,42,382,0,2022,,,,Baron3121,9156,924,85,60931,,,
1241,RT,AmadiUzumakiSTL,102,181,1,4690,,,,SNFonNBC,993035,2480,5415,79758,,,
1242,RT,Ssbzr1,64,245,0,10844,,,,WINCINNATI_,2619,980,5,215,,,
1243,Tweet,diamondscabaret,3725,248,21,6558,,,,diamondscabaret,2619,980,5,215,,,
1244,Tweet,CandiceBrackeen,7776,3696,302,8283,,,,CandiceBrackeen,2619,980,5,215,,,
1245,RT,bearc0x,79,388,0,1677,,,,CincyProblems,139987,47989,186,24537,,,
1246,Tweet,jeolmoz2,705,327,29,80466,,,,jeolmoz2,139987,47989,186,24537,,,
1247,RT,PillowHipHop,196,665,1,1414,,,,ShadyTimes,21508,222,37,21499,,,
1248,Tweet,richiechristie1,746,922,10,22382,,,,richiechristie1,21508,222,37,21499,,,
1249,Tweet,i_r3ign,1158,1055,9,9145,,,,i_r3ign,21508,222,37,21499,,,
1250,RT,nco22,138,529,0,495,,,,Bengals,1084742,248,6336,31051,,,
1251,Tweet,HinaMoh39199825,5,0,0,1236,,,,HinaMoh39199825,1084742,248,6336,31051,,,
1252,Tweet,JorgeAvyel,414,21,3,359,,,,JorgeAvyel,1084742,248,6336,31051,,,
1253,RT,nco22,138,529,0,495,,,,BengalBombSquad,3672,345,58,13241,,,
1254,RT,IrvingAntiwar76,946,1825,3,27725,,,,BigOShow,97278,7881,520,204599,,,
1255,RT,mommafish57,20,216,0,1218,,,,Chet_JimChesko,397,1194,11,1623,,,
1256,Tweet,meal06team,55,42,2,2928,,,,meal06team,397,1194,11,1623,,,
1257,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,397,1194,11,1623,,,
1258,RT,DDTCAL,781,2678,5,47776,,,,Bengals,1084742,248,6336,31051,,,
1259,RT,AjHacker606,1106,607,4,1557,,,,scottiehacker,731,261,18,1981,,,
1260,Tweet,AggieRamhead,171,994,0,18962,,,,AggieRamhead,731,261,18,1981,,,
1261,RT,FS_Gook,578,511,1,43880,,,,SNFonNBC,993035,2480,5415,79758,,,
1262,Tweet,placarnfl,81,79,1,340,,,,placarnfl,993035,2480,5415,79758,,,
1263,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,993035,2480,5415,79758,,,
1264,RT,Marco_NY23,2584,4146,602,94824,,,,ulisesharada,12639,766,217,73546,,,
1265,RT,TCutillo23,3333,1407,28,19351,,,,WinDailySports,9980,610,76,23184,,,
1266,RT,jcramirez67,71,247,0,199,,,,puntomxnoticias,436,663,9,872,,,
1267,Tweet,guzman_kaled,1,44,0,4,,,,guzman_kaled,436,663,9,872,,,
1268,RT,KyleLeeds2020,279,4090,0,39238,,,,SNFonNBC,993035,2480,5415,79758,,,
1269,RT,KillaCali27,911,1040,6,67389,,,,EYAlbright,1873,3642,8,7510,,,
1270,Tweet,JoetotheG27,352,1286,15,62189,,,,JoetotheG27,1873,3642,8,7510,,,
1271,RT,MaryPickford20s,130,609,2,12743,,,,WUTangKids,98481,943,291,6933,,,
1272,RT,abeez31,505,782,3,5568,,,,Bengals,1084742,248,6336,31051,,,
1273,RT,DylanSchmidt30,407,504,5,10571,,,,WINCINNATI_,2619,980,5,215,,,
1274,RT,davethehammer,194,1038,1,10249,,,,80sFootballCard,12410,68,91,12124,,,
1275,Tweet,jeannevb,44641,19892,1469,138310,,,,jeannevb,12410,68,91,12124,,,
1276,Tweet,puntomxnoticias,436,663,9,872,,,,puntomxnoticias,12410,68,91,12124,,,
1277,RT,dylan_ulm,169,188,2,35529,,,,SNFonNBC,993035,2480,5415,79758,,,
1278,Tweet,BengalsMicCart,2814,2849,4,472,,,,BengalsMicCart,993035,2480,5415,79758,,,
1279,RT,Gryffinpot3,274,874,8,7558,,,,FLUF_World,36925,1118,226,4253,,,
1280,RT,KasimAkrBot,495,2,2,253591,,,,fshot_media,63,103,0,138,,,
1281,RT,wesleywalker85,2635,242,41,2049,,,,Andy_Suekoff,390,763,17,23830,,,
1282,Tweet,Ziedjnb,3107,537,8,12460,,,,Ziedjnb,390,763,17,23830,,,
1283,RT,FtnRoblox,35,215,0,236,,,,fshot_media,63,103,0,138,,,
1284,RT,SiriusXMFantasy,132330,2505,2103,217370,,,,WinDailySports,9980,610,76,23184,,,
1285,RT,oracle_btc,555,809,6,1676,,,,FLUF_World,36925,1118,226,4253,,,
1286,RT,KZSportsMktg,1341,1399,24,15958,,,,Andy_Suekoff,390,763,17,23830,,,
1287,RT,ffShaneB,5805,5180,80,43807,,,,GeoffLambert77,12186,10750,215,67394,,,
1288,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,12186,10750,215,67394,,,
1289,Tweet,Stevie_Dice,193,1234,0,10439,,,,Stevie_Dice,12186,10750,215,67394,,,
1290,RT,cryptoghawd,6,116,0,57,,,,TylerKania1,262,716,1,246,,,
1291,RT,Max_Taylor21,137,757,0,4758,,,,WINCINNATI_,2619,980,5,215,,,
1292,RT,VikLaurent,1183,951,15,17563,,,,WINCINNATI_,2619,980,5,215,,,
1293,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,2619,980,5,215,,,
1294,RT,steep_deeped,1332,3495,6,58848,,,,Bengals,1084742,248,6336,31051,,,
1295,RT,QuiseHeartless,662,568,1,29478,,,,SNFonNBC,993035,2480,5415,79758,,,
1296,Tweet,EYAlbright,1873,3642,8,7510,,,,EYAlbright,993035,2480,5415,79758,,,
1297,RT,Devin_MLP,253,269,8,8203,,,,Bengals,1084742,248,6336,31051,,,
1298,RT,lstorrg1or1a,916,616,24,44195,,,,NFL,28642234,2722,50429,233789,,,
1299,RT,RoxieKat,2112,3250,259,321848,,,,Bengals,1084742,248,6336,31051,,,
1300,RT,RsDarlene,611,45,4,114692,,,,RamsNFL,1060486,512,6389,59603,,,
1301,RT,JayCoburn816,1338,1103,64,154704,,,,RogerKint,427,803,3,6836,,,
1302,RT,bykylegrondin,296,502,0,10032,,,,OntheSidelineJK,97,91,2,390,,,
1303,RT,Kyle_withaK,589,371,31,147383,,,,ProFootballDoc,188713,806,3378,50902,,,
1304,Tweet,jrmelgar94,1691,1275,1,40927,,,,jrmelgar94,188713,806,3378,50902,,,
1305,RT,IIIHolyspawnIII,19,206,0,207,,,,CroHodler,3872,224,2,1583,,,
1306,RT,Fuckyourvax,34,396,1,799,,,,WINCINNATI_,2619,980,5,215,,,
1307,Tweet,OntheSidelineJK,97,91,2,390,,,,OntheSidelineJK,2619,980,5,215,,,
1308,RT,614_buckeye,179,519,2,2226,,,,7thGypsy,4075,4379,63,110098,,,
1309,RT,WeNeedToTalk,396,45,6,478,,,,AKinkhabwala,158964,1279,2352,38651,,,
1310,Tweet,WinDailySports,9980,610,76,23184,,,,WinDailySports,158964,1279,2352,38651,,,
1311,Tweet,FLUF_World,36925,1118,226,4253,,,,FLUF_World,158964,1279,2352,38651,,,
1312,Tweet,FlurrySports,5104,2988,29,6768,,,,FlurrySports,158964,1279,2352,38651,,,
1313,Tweet,HupyandAbraham,4408,2951,66,26931,,,,HupyandAbraham,158964,1279,2352,38651,,,
1314,RT,LoyalPromise,1027,64,168,254796,,,,SNFonNBC,993035,2480,5415,79758,,,
1315,Tweet,CainMcCoy,1670,520,39,143986,,,,CainMcCoy,993035,2480,5415,79758,,,
1316,RT,GoodOldBoysFF,3711,3308,17,34575,,,,GeoffLambert77,12186,10750,215,67394,,,
1317,RT,Cryptobenji87,3,12,1,47,,,,1GoblinRich,3186,210,3,673,,,
1318,RT,goody_ear,844,986,22,4960,,,,fikinft,623,780,6,1325,,,
1319,RT,clinton95071180,105,241,0,2340,,,,KreeptoKiid,1147,3754,2,4586,,,
1320,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,1147,3754,2,4586,,,
1321,Tweet,theryanmichael,4212,378,88,65584,,,,theryanmichael,1147,3754,2,4586,,,
1322,Tweet,djlordron,3324,2896,82,60704,,,,djlordron,1147,3754,2,4586,,,
1323,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,1147,3754,2,4586,,,
1324,RT,KJS_football_78,1401,5001,107,270919,,,,AllBengals,8606,86,119,7707,,,
1325,RT,Seth_Everett,15434,3997,585,38703,,,,Baron3121,9156,924,85,60931,,,
1326,RT,GabrielManpig,1646,1054,1,89966,,,,Sportspred1ctor,2790,34,31,4704,,,
1327,RT,ImmortalHuman5,60,256,0,5645,,,,RamsNFL,1060486,512,6389,59603,,,
1328,RT,saugycrunch,18,36,0,624,,,,MiamiHEAT,4908335,139693,11752,9032,,,
1329,Tweet,BourbonwithB,217,221,4,364,,,,BourbonwithB,4908335,139693,11752,9032,,,
