,tweet type,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
4115,RT,905souljah,267,1222,3,25908,,,,RamsNFL,1060491,512,6389,59603,,,
4116,RT,OlSkoolMD,543,1051,34,53075,,,,MJAcostaTV,49126,1981,478,26087,,,
4117,Tweet,WebMediums,6389,5130,9,10202,,,,WebMediums,49126,1981,478,26087,,,
4118,RT,C3Kenneth,3529,5002,4,662221,,,,APEntertainment,179400,1251,1487,51124,,,
4119,RT,IndieAngles,2427,0,34,235075,,,,therivpod,11,41,0,65,,,
4120,Tweet,bonoONE,451,739,27,28614,,,,bonoONE,11,41,0,65,,,
4121,Tweet,SoCalChicEtsy,42,5,1,7254,,,,SoCalChicEtsy,11,41,0,65,,,
4122,Tweet,MediaPost,114635,915,5668,232383,,,,MediaPost,11,41,0,65,,,
4123,RT,AP,15469237,6835,6,310142,,,,APEntertainment,179400,1251,1487,51124,,,
4124,RT,VictoriousWon85,38,468,0,431,,,,therivpod,11,41,0,65,,,
4125,Tweet,ApeSneaky,81,229,0,40,,,,ApeSneaky,11,41,0,65,,,
4126,RT,coolsamd,409,1378,0,58043,,,,mspears96,225986,5976,1137,47112,,,
4127,RT,r_thomas33,260,261,2,4591,,,,MUTGuru,72420,722,189,68758,,,
4128,Tweet,MJAcostaTV,49126,1981,478,26087,,,,MJAcostaTV,72420,722,189,68758,,,
4129,RT,905souljah,267,1222,3,25908,,,,RamsNFL,1060491,512,6389,59603,,,
4130,Tweet,HB_Models,10602,2656,241,42230,,,,HB_Models,1060491,512,6389,59603,,,
4131,RT,Oddwhims,2931,3224,87,127204,,,,WUTangKids,98482,943,291,6933,,,
4132,Tweet,MattStaffordQB1,981,234,4,73414,,,,MattStaffordQB1,98482,943,291,6933,,,
4133,RT,MacIvar1,445,2828,3,16526,,,,Bengals,1084747,248,6336,31051,,,
4134,Tweet,BigSarg75945517,85,200,1,428,,,,BigSarg75945517,1084747,248,6336,31051,,,
4135,Tweet,Fresh_Bentley,988,669,21,121199,,,,Fresh_Bentley,1084747,248,6336,31051,,,
4136,Tweet,Tino_Pattigno,395,933,2,745,,,,Tino_Pattigno,1084747,248,6336,31051,,,
4137,RT,0456Player,508,542,3,5891,,,,crypto_brewer,1881,4704,8,5259,,,
4138,RT,RotoWireNFL,6959,101,165,89623,,,,RotoWire,53634,1484,1601,131876,,,
4139,RT,optimistic513,184,956,0,7903,,,,LSUfootball,873902,583,2264,28236,,,
4140,RT,Joebuc_41,190,330,0,7370,,,,MUTGuru,72420,722,189,68758,,,
4141,Tweet,WhodeyNation,154,450,2,1421,,,,WhodeyNation,72420,722,189,68758,,,
4142,RT,vilius097,31,254,0,256,,,,SuperlativeDAO,1436,81,0,163,,,
4143,Tweet,CodyAPCards1308,977,1372,1,6055,,,,CodyAPCards1308,1436,81,0,163,,,
4144,RT,Bamyic,395,347,0,17250,,,,RamsNFL,1060491,512,6389,59603,,,
4145,Tweet,HolyRollerNFL,6007,1981,49,17397,,,,HolyRollerNFL,1060491,512,6389,59603,,,
4146,Tweet,ElSoldeSinaloa_,3515,500,81,76737,,,,ElSoldeSinaloa_,1060491,512,6389,59603,,,
4147,Tweet,PropsUS,5765,351,103,3436,,,,PropsUS,1060491,512,6389,59603,,,
4148,Tweet,betqlapp,9192,834,131,15831,,,,betqlapp,1060491,512,6389,59603,,,
4149,Tweet,RivaloSportsBR,1135,941,5,1387,,,,RivaloSportsBR,1060491,512,6389,59603,,,
4150,Tweet,theurbanblockch,312,936,8,3074,,,,theurbanblockch,1060491,512,6389,59603,,,
4151,Tweet,NFL_Journal,13424,673,211,117024,,,,NFL_Journal,1060491,512,6389,59603,,,
4152,Tweet,josephperez80,62,410,0,495,,,,josephperez80,1060491,512,6389,59603,,,
4153,RT,leandro9366,976,1179,2,31304,,,,EminemBrasill,30763,40,106,24094,,,
4154,Tweet,iamronaldo182,430,143,1,3930,,,,iamronaldo182,30763,40,106,24094,,,
4155,RT,_Drew14_,123,470,1,5921,,,,SNFonNBC,993038,2480,5415,79758,,,
4156,RT,HearnsPlace,96,100,0,3408,,,,KaylaPaige9,2168,1038,12,31103,,,
4157,Tweet,RedKnightKid,61,193,0,2015,,,,RedKnightKid,2168,1038,12,31103,,,
4158,RT,alannadeau2016,1995,4668,27,166845,,,,ScottyStyles33,1180,770,7,56226,,,
4159,Tweet,Thetexanrob,105,498,1,437,,,,Thetexanrob,1180,770,7,56226,,,
4160,RT,TassleXyz_agg,658,197,5,47208,,,,Atemplin021,39,12,0,117,,,
4161,RT,LeeLeeBug1212,3067,3283,12,296274,,,,CalpainEqD,21797,2826,82,106104,,,
4162,Tweet,Atemplin021,39,12,0,117,,,,Atemplin021,21797,2826,82,106104,,,
4163,RT,EmineSavrun,250,786,1,5452,,,,TrenddMaster,840,62,7,970,,,
4164,Tweet,SportDisplays,485,2308,14,7889,,,,SportDisplays,840,62,7,970,,,
4165,RT,HearnsPlace,96,100,0,3408,,,,DaltonSignature,3397,1812,32,28286,,,
4166,RT,dabayrz,919,1579,4,40796,,,,patrickfinley,23929,1024,1028,56256,,,
4167,RT,FunDysfunctionl,509,2844,2,5666,,,,Bengals,1084747,248,6336,31051,,,
4168,Tweet,donallens,42,285,1,1538,,,,donallens,1084747,248,6336,31051,,,
4169,Tweet,Kevin040428122,39,197,0,175,,,,Kevin040428122,1084747,248,6336,31051,,,
4170,Tweet,NYCryptoKing,872,1864,13,577,,,,NYCryptoKing,1084747,248,6336,31051,,,
4171,Tweet,PhotographyET,92,16,6,4333,,,,PhotographyET,1084747,248,6336,31051,,,
4172,Tweet,ScottyStyles33,1180,770,7,56226,,,,ScottyStyles33,1084747,248,6336,31051,,,
4173,RT,Greengreen_SL,88,44,1,4082,,,,KellyClarksonTV,102081,1079,164,9580,,,
4174,RT,swankyaf_,663,1561,12,54571,,,,victorg67867500,232,407,0,2117,,,
4175,Tweet,slotslv,2686,78,8,4870,,,,slotslv,232,407,0,2117,,,
4176,Tweet,TinaCervasio,38820,2674,905,30683,,,,TinaCervasio,232,407,0,2117,,,
4177,RT,SniperDesire,1116,228,9,77911,,,,RamsNFL,1060491,512,6389,59603,,,
4178,RT,oswaldo_va,691,1081,3,29139,,,,vivo_NFL,4031,404,35,32472,,,
4179,Tweet,yaguemx,431,882,2,16583,,,,yaguemx,4031,404,35,32472,,,
4180,RT,R1a9y9j2,1149,5000,11,241653,,,,SNFonNBC,993038,2480,5415,79758,,,
4181,RT,Jayrick14,92,533,0,612,,,,SNFonNBC,993038,2480,5415,79758,,,
4182,Tweet,steveOball23,281,3199,4,11570,,,,steveOball23,993038,2480,5415,79758,,,
4183,RT,ryansinger327,550,310,0,47552,,,,TheRealDTLew,2904,3010,51,55213,,,
4184,Tweet,MaxxBetz,342,633,1,102,,,,MaxxBetz,2904,3010,51,55213,,,
4185,Tweet,WILLYwithAwhy99,131,471,3,4579,,,,WILLYwithAwhy99,2904,3010,51,55213,,,
4186,RT,BobJooby,3641,4994,26,66571,,,,victorg67867500,232,407,0,2117,,,
4187,RT,swankyaf_,663,1561,12,54571,,,,husamelzien,45,12,0,758,,,
4188,RT,moneypejaystaxx,18,52,0,672,,,,SNFonNBC,993038,2480,5415,79758,,,
4189,RT,Ramfan2k11,981,1934,11,27201,,,,pelon2327,1009,549,18,13415,,,
4190,RT,miku_simp39,843,356,18,85241,,,,CalpainEqD,21797,2826,82,106104,,,
4191,RT,ponchoherrera,4592,4510,29,78983,,,,vivo_NFL,4031,404,35,32472,,,
4192,Tweet,Tikinola,151,758,5,5748,,,,Tikinola,4031,404,35,32472,,,
4193,RT,kongfu4u,58,103,45,5324,,,,FBGarbageTime,1564,1637,81,19313,,,
4194,Tweet,DNixSports,413,399,12,7081,,,,DNixSports,1564,1637,81,19313,,,
4195,RT,ShelbyTMitchell,3817,1968,24,506213,,,,RamsNFL,1060491,512,6389,59603,,,
4196,RT,Rmichael41,122,240,0,415,,,,MUTGuru,72420,722,189,68758,,,
4197,RT,ShelbyTMitchell,3817,1968,24,506213,,,,RamsNFL,1060491,512,6389,59603,,,
4198,RT,ShelbyTMitchell,3817,1968,24,506213,,,,RamsNFL,1060491,512,6389,59603,,,
4199,RT,NickDzubnar,2326,118,38,237,,,,ZigFracassi,9139,2844,195,157405,,,
4200,Tweet,TweetsWellSpent,10,77,1,220,,,,TweetsWellSpent,9139,2844,195,157405,,,
4201,RT,Alex_Renee,546,497,3,28043,,,,EvilJoeyVotto,28565,14577,96,17018,,,
4202,RT,BenandTravis,1879,1069,15,9394,,,,PWFFATSports,43,317,1,4681,,,
4203,Tweet,SteeIRNation87,1,167,0,876,,,,SteeIRNation87,43,317,1,4681,,,
4204,Tweet,SteeIRNation87,1,167,0,876,,,,SteeIRNation87,43,317,1,4681,,,
4205,Tweet,ftrtoday,28,41,0,468,,,,ftrtoday,43,317,1,4681,,,
4206,RT,topfanscorner,4612,4423,8,358099,,,,DubberchickNYG,635,1119,26,6492,,,
4207,RT,Roar_64,310,580,1,5578,,,,DaltonSignature,3397,1812,32,28286,,,
4208,Tweet,TheGlobalHerald,315,7,16,114040,,,,TheGlobalHerald,3397,1812,32,28286,,,
4209,RT,greed7172,3,56,0,269,,,,MikeHilton_28,67786,1111,230,9176,,,
4210,RT,pacorguezv,155,929,19,133480,,,,ValMarinR,487046,3127,817,51045,,,
4211,RT,VeronicaGilchr4,14,398,0,223,,,,RhythmNationUSA,1190,754,6,12214,,,
4212,RT,GodDamnItDale,1020,1285,35,237261,,,,SNFonNBC,993038,2480,5415,79758,,,
4213,Tweet,victorg67867500,232,407,0,2117,,,,victorg67867500,993038,2480,5415,79758,,,
4214,RT,itskindabreezii,803,565,1,120136,,,,RamsNFL,1060491,512,6389,59603,,,
4215,RT,GamblingPodcast,16203,3377,319,62104,,,,KramerCentric,5209,672,105,11946,,,
4216,RT,lovehersports50,486,276,10,147057,,,,GrdironBeauty,418,1096,2,3837,,,
4217,RT,YirverV,92,1371,2,2416,,,,SuperlativeDAO,1436,81,0,163,,,
4218,RT,LAX_COACH_11,186,309,7,3465,,,,DanMcleod130,376,795,13,4486,,,
4219,Tweet,thefactthatxo,8,28,0,212,,,,thefactthatxo,376,795,13,4486,,,
4220,RT,TylerMeinerding,2003,1780,17,18084,,,,SNFonNBC,993038,2480,5415,79758,,,
4221,Tweet,lumahaimike,701,541,33,37453,,,,lumahaimike,993038,2480,5415,79758,,,
4222,Tweet,ZigFracassi,9139,2844,195,157405,,,,ZigFracassi,993038,2480,5415,79758,,,
4223,RT,petalzovroze,353,314,4,4817,,,,petalzovroze,353,314,4,4817,,,
4224,RT,hinarei3,155,606,0,44047,,,,CalpainEqD,21797,2826,82,106104,,,
4225,RT,LASCRams,460,441,6,6401,,,,RamsNFL,1060491,512,6389,59603,,,
4226,RT,meister_aron,107,470,0,1849,,,,rockyfr98,1407,1413,4,1847,,,
4227,RT,DiminouFromTLS,9,111,0,196,,,,NFLFrance,20867,200,100,21659,,,
4228,RT,rosenfeldj,6273,1989,226,19367,,,,NHTSAgov,62242,642,1455,15946,,,
4229,RT,TZizeey,391,332,0,17489,,,,RamsNFL,1060491,512,6389,59603,,,
4230,Tweet,JimCoventryNFL,4282,3617,38,9081,,,,JimCoventryNFL,1060491,512,6389,59603,,,
4231,RT,CJ48862114,332,441,0,1877,,,,zimwhodey,13173,447,79,23698,,,
4232,RT,TheBroKast,7887,5388,63,95036,,,,BrodieTalk,4767,4535,8,17292,,,
4233,Tweet,JackOnliine,3,28,0,3,,,,JackOnliine,4767,4535,8,17292,,,
4234,RT,AceRockefeller,145,334,4,11112,,,,MikeHilton_28,67786,1111,230,9176,,,
4235,RT,AceRockefeller,145,334,4,11112,,,,Bengals,1084747,248,6336,31051,,,
4236,RT,adamdaysoff,60,885,0,12331,,,,RamsNFL,1060491,512,6389,59603,,,
4237,RT,ChavezRavineLA,727,4667,12,135176,,,,NOlympicsLA,11629,1149,88,28304,,,
4238,Tweet,LukePatton_,1264,1768,18,86627,,,,LukePatton_,11629,1149,88,28304,,,
4239,Tweet,PWFFATSports,43,317,1,4681,,,,PWFFATSports,11629,1149,88,28304,,,
4240,Tweet,patrickfinley,23929,1024,1028,56256,,,,patrickfinley,11629,1149,88,28304,,,
4241,RT,CastanedaLarry,1283,4621,20,198151,,,,RamsNFL,1060491,512,6389,59603,,,
4242,RT,Jo_Ve,76,701,1,430,,,,MutantMiners,1292,613,4,602,,,
4243,Tweet,thiagovial,145,372,2,2009,,,,thiagovial,1292,613,4,602,,,
4244,Tweet,polobrrrmyke,176,211,2,8598,,,,polobrrrmyke,1292,613,4,602,,,
4245,Tweet,ChampsFEC,1688,2089,40,9591,,,,ChampsFEC,1292,613,4,602,,,
4246,RT,MattTownsley17,337,641,0,4961,,,,jcav_8,3390,1944,15,6126,,,
4247,RT,Spydes78,2511,2917,14,7757,,,,therealNFLguru,11886,3204,243,100791,,,
4248,RT,JDRUMM0625,564,1098,7,11370,,,,SNFonNBC,993038,2480,5415,79758,,,
4249,RT,AceRockefeller,145,334,4,11112,,,,Bengals,1084747,248,6336,31051,,,
4250,RT,ThomasUrling,68,592,2,6168,,,,zimwhodey,13173,447,79,23698,,,
4251,Tweet,mimidancer,6580,3636,52,118867,,,,mimidancer,13173,447,79,23698,,,
4252,Tweet,alemdobeat,179,53,0,1068,,,,alemdobeat,13173,447,79,23698,,,
4253,RT,Logi513,1718,1139,31,37383,,,,DaltonSignature,3397,1812,32,28286,,,
4254,Tweet,SteeIRNation87,1,167,0,876,,,,SteeIRNation87,3397,1812,32,28286,,,
4255,RT,JJ_JaphetPlane,98,17,0,5891,,,,GlaziarGambol,48,178,1,10133,,,
4256,RT,uCloudify,2122,0,39,322486,,,,JohndMeyer,6727,6048,1335,48655,,,
4257,Tweet,JohndMeyer,6727,6048,1335,48655,,,,JohndMeyer,6727,6048,1335,48655,,,
4258,RT,StaffToKupp,91,156,0,4269,,,,RamsNFL,1060491,512,6389,59603,,,
4259,RT,JimCoventryNFL,4282,3617,38,9081,,,,RotoWire,53634,1484,1601,131876,,,
4260,RT,sergio123osuna,76,232,0,222,,,,vivo_NFL,4031,404,35,32472,,,
4261,RT,jeffmccurry9,490,2643,3,3087,,,,PubliusCubed,3,74,0,32,,,
4262,RT,timehodges,338,479,12,13548,,,,MikeHilton_28,67786,1111,230,9176,,,
4263,Tweet,TheAFDPodcast,1816,91,7,3862,,,,TheAFDPodcast,67786,1111,230,9176,,,
4264,RT,AnitaNa91552117,349,912,0,16157,,,,USArmyOldGuard,33685,153,318,4163,,,
4265,Tweet,cruisinonabike,118,1704,9,2718,,,,cruisinonabike,33685,153,318,4163,,,
4266,RT,FlashPugUK,855,668,5,92683,,,,TheCashManWins,2468,945,42,32174,,,
4267,RT,JesusGonzalez58,523,774,9,27232,,,,SNFonNBC,993038,2480,5415,79758,,,
4268,RT,gbson2,885,2103,0,20912,,,,husamelzien,45,12,0,758,,,
4269,Tweet,coachfobb,1724,1108,9,28552,,,,coachfobb,45,12,0,758,,,
4270,RT,nensta3,919,3999,90,94945,,,,SuperBookSports,21430,1055,336,3193,,,
4271,RT,terryrya,1531,872,3,13523,,,,RamsNFL,1060491,512,6389,59603,,,
4272,RT,PrestiaThe,7,49,0,6,,,,RamsNFL,1060491,512,6389,59603,,,
4273,RT,Madonna86049046,1527,692,7,75775,,,,kekomich,441,127,3,30558,,,
4274,Tweet,RightSideVP,16187,593,217,114953,,,,RightSideVP,441,127,3,30558,,,
4275,Tweet,ciaraungar,422,710,35,14926,,,,ciaraungar,441,127,3,30558,,,
4276,RT,lamboslim,254,165,4,4560,,,,SNFonNBC,993038,2480,5415,79758,,,
4277,Tweet,SchoolJokesK_12,2552,4869,165,29706,,,,SchoolJokesK_12,993038,2480,5415,79758,,,
4278,Tweet,th236,169,270,0,5246,,,,th236,993038,2480,5415,79758,,,
4279,Tweet,TheRealSwoop14,829,125,0,3035,,,,TheRealSwoop14,993038,2480,5415,79758,,,
4280,RT,RamsSpain,1846,472,56,18865,,,,jungla_es,1174,860,25,1690,,,
4281,RT,esquivel_sinuhe,2,85,0,87,,,,vivo_NFL,4031,404,35,32472,,,
4282,Tweet,SchoolJokesK_12,2552,4869,165,29706,,,,SchoolJokesK_12,4031,404,35,32472,,,
4283,RT,optimistic513,184,956,0,7903,,,,scottiehacker,731,261,18,1981,,,
4284,RT,PickUpHQ,998,1897,9,11479,,,,TheBLeagueSays,2118,2728,17,33165,,,
4285,RT,DanClarkSports,44080,24963,309,46983,,,,DanClarkSports,44080,24963,309,46983,,,
4286,Tweet,bigjimmurray,78961,100,412,8087,,,,bigjimmurray,44080,24963,309,46983,,,
4287,Tweet,mypanhandle,933,739,109,57505,,,,mypanhandle,44080,24963,309,46983,,,
4288,RT,DigitTheAPE,1558,1621,3,474,,,,EnrichEdVA,697,649,3,382,,,
4289,RT,AngelJackson92,1227,5003,5,44111,,,,CalpainEqD,21797,2826,82,106104,,,
4290,RT,BarbaraCoppock6,96,269,1,42041,,,,Bengals,1084747,248,6336,31051,,,
4291,RT,PedroLuisLopezD,76,383,0,441,,,,vivo_NFL,4031,404,35,32472,,,
4292,Tweet,vincentchev,256,507,1,1485,,,,vincentchev,4031,404,35,32472,,,
4293,Tweet,RobbiesRR,10,54,0,98,,,,RobbiesRR,4031,404,35,32472,,,
4294,Tweet,SportsTaxMan,58975,1826,933,41806,,,,SportsTaxMan,4031,404,35,32472,,,
4295,RT,blackeggs7,773,4882,6,12720,,,,boringdoge_eth,1433,4104,10,4105,,,
4296,RT,dillsatt,142,97,0,1172,,,,RamsNFL,1060491,512,6389,59603,,,
4297,RT,gutylara99,95,1988,0,10586,,,,vivo_NFL,4031,404,35,32472,,,
4298,RT,LukePatton_,1264,1768,18,86627,,,,LSUfootball,873902,583,2264,28236,,,
4299,Tweet,CongressSilas,8,94,1,929,,,,CongressSilas,873902,583,2264,28236,,,
4300,RT,MattStaffordQB1,981,234,4,73414,,,,IvisAburto,1997,544,65,37810,,,
4301,RT,BillsVhs,4052,919,15,7486,,,,BillsVhs,4052,919,15,7486,,,
4302,RT,JavierL3000,73,313,0,574,,,,therivpod,11,41,0,65,,,
4303,RT,maf0030,70,183,0,4447,,,,7thGypsy,4075,4379,63,110098,,,
4304,Tweet,boringdoge_eth,1433,4104,10,4105,,,,boringdoge_eth,4075,4379,63,110098,,,
4305,RT,vargaslf,3617,2671,0,10547,,,,SIVENOSA,538,870,4,17174,,,
4306,RT,SchaffDawg,163,400,1,960,,,,ACPress_Russo,3150,2027,44,25724,,,
4307,RT,NothinBtAirtime,2715,678,8,14717,,,,OTB_Network,1159,828,9,5716,,,
4308,RT,dgendvil,3938,4999,261,973046,,,,LndsPatterson,31103,1011,486,135778,,,
4309,RT,LizzieLinda3,4,74,0,21,,,,kyle_rahschulte,10,72,0,140,,,
4310,RT,BurrowTheChurro,596,559,1,9715,,,,Bengals,1084748,248,6336,31051,,,
4311,RT,erics5150,1102,1911,15,2452,,,,LACoSheriff,23710,377,220,1958,,,
4312,RT,Judge99_SZN,668,1448,1,28560,,,,SNFonNBC,993038,2480,5415,79758,,,
4313,RT,bioram43,193,472,11,6314,,,,SamWithTheRams,2358,182,23,4459,,,
4314,RT,BurrowTheChurro,596,559,1,9715,,,,MikeHilton_28,67786,1111,230,9176,,,
4315,RT,dj2970,7,25,0,909,,,,MUTGuru,72420,722,189,68758,,,
4316,RT,RLwarriors,188,475,2,7130,,,,EnrichEdVA,697,649,3,382,,,
4317,RT,_aduhm_,924,1660,0,65012,,,,RamsNFL,1060491,512,6389,59603,,,
4318,RT,BurrowTheChurro,596,559,1,9715,,,,KaylaPaige9,2168,1038,12,31103,,,
4319,Tweet,EYAlbright,1873,3642,8,7510,,,,EYAlbright,2168,1038,12,31103,,,
4320,RT,GleamDavis,1053,409,21,5821,,,,santamonicacity,39468,584,532,20724,,,
4321,Tweet,RotoWire,53634,1484,1601,131876,,,,RotoWire,39468,584,532,20724,,,
4322,RT,CoolbetCanada,3073,951,21,26394,,,,PGreggy,3243,2551,40,31677,,,
4323,Tweet,diabloloco77057,1954,1393,50,18717,,,,diabloloco77057,3243,2551,40,31677,,,
4324,RT,Restricted1900,12630,10943,10,31045,,,,LAPDCARRANZA,6512,1726,63,6651,,,
4325,RT,RandomKneeGro,741,1656,15,152934,,,,ItsRebekahStar,1495,941,24,34520,,,
4326,Tweet,PGreggy,3243,2551,40,31677,,,,PGreggy,1495,941,24,34520,,,
4327,RT,BengalsAr,291,255,1,3461,,,,jungla_es,1174,860,25,1690,,,
4328,RT,MosbyKala,15,51,0,4713,,,,ToBeSoMegan,806,654,7,17003,,,
4329,Tweet,shoshiigreen,318,570,4,1148,,,,shoshiigreen,806,654,7,17003,,,
4330,RT,iTazzy_,49,71,0,2883,,,,EminemBrasill,30763,40,106,24094,,,
4331,RT,Beesley15,244,681,5,5491,,,,7thGypsy,4075,4379,63,110098,,,
4332,RT,MosbyKala,15,51,0,4713,,,,DaltonSignature,3397,1812,32,28286,,,
4333,RT,wilkel39,347,813,2,3337,,,,TheGameDayNFL,14489,234,62,15445,,,
4334,RT,MosbyKala,15,51,0,4713,,,,LndsPatterson,31103,1011,486,135778,,,
4335,RT,Joeznothere,25,121,0,2035,,,,DaltonSignature,3397,1812,32,28286,,,
4336,RT,dogface4life,62,444,0,6182,,,,MikeHilton_28,67786,1111,230,9176,,,
4337,Tweet,raul_chavez10,56,492,0,2137,,,,raul_chavez10,67786,1111,230,9176,,,
4338,RT,AndiCal75,67,268,1,1142,,,,NOlympicsLA,11629,1149,88,28304,,,
4339,RT,bunnies_bot,1517,1,14,148042,,,,LaneLaw53223036,123,503,0,77,,,
4340,Tweet,IvisAburto,1997,544,65,37810,,,,IvisAburto,123,503,0,77,,,
4341,RT,thiagotakezo,303,1428,1,24252,,,,RedeTV,467126,136,985,632652,,,
4342,RT,randyviago5,563,2925,2,10501,,,,Sportsnerdz,2729,1197,19,10157,,,
4343,Tweet,WeezyGenX_Games,74,329,0,238,,,,WeezyGenX_Games,2729,1197,19,10157,,,
4344,RT,InDJWeTrust,264,814,0,19238,,,,MUTGuru,72420,722,189,68758,,,
4345,Tweet,dookstank314,270,751,0,2702,,,,dookstank314,72420,722,189,68758,,,
4346,Tweet,mikedthe1,726,632,6,28240,,,,mikedthe1,72420,722,189,68758,,,
4347,RT,MattStaffordQB1,981,234,4,73414,,,,LAFanNorCal,404,653,7,9599,,,
4348,Tweet,CoachGioo,986,1014,0,4070,,,,CoachGioo,404,653,7,9599,,,
4349,RT,WwWishing,809,1194,7,2832,,,,BitcoinDivinity,1450,3157,4,2049,,,
4350,RT,SamEichel1,344,2193,0,20824,,,,MikeHilton_28,67786,1111,230,9176,,,
4351,Tweet,bigmoneywitus,78,403,2,1530,,,,bigmoneywitus,67786,1111,230,9176,,,
4352,Tweet,stephenCcotton,643,2116,13,12848,,,,stephenCcotton,67786,1111,230,9176,,,
4353,RT,MattStaffordQB1,981,234,4,73414,,,,ANNMediaSports,2084,611,74,20849,,,
4354,RT,pledgendary_pr,0,1,0,152,,,,shops_ami,6,635,1,207,,,
4355,RT,Blauverde,231,598,1,4071,,,,SIVENOSA,538,870,4,17174,,,
4356,RT,KramerCentric,5209,672,105,11946,,,,GamblingPodcast,16203,3377,319,62104,,,
4357,RT,DocMarkiplier,102,585,0,11475,,,,CalpainEqD,21797,2826,82,106104,,,
4358,Tweet,VIP_TIX,854,648,19,17220,,,,VIP_TIX,21797,2826,82,106104,,,
4359,RT,kamikazeruff,33,242,0,2258,,,,MikeHilton_28,67786,1111,230,9176,,,
4360,RT,martinroche1118,75,44,3,18153,,,,SNFonNBC,993038,2480,5415,79758,,,
4361,RT,BTCMichelangelo,69,27,1,20,,,,MutantMiners,1292,613,4,602,,,
4362,Tweet,KramerCentric,5209,672,105,11946,,,,KramerCentric,1292,613,4,602,,,
4363,RT,Benoit_Jamet,750,4654,31,25151,,,,RamsNFL,1060491,512,6389,59603,,,
4364,RT,oscarwhittierca,1543,4999,3,71676,,,,LACoSheriff,23710,377,220,1958,,,
4365,RT,sarahthemoose,3004,1077,6,92994,,,,sarahthemoose,3004,1077,6,92994,,,
4366,Tweet,MutantMiners,1292,613,4,602,,,,MutantMiners,3004,1077,6,92994,,,
4367,RT,VickNanExel,1397,4877,3,111542,,,,RamsNFL,1060491,512,6389,59603,,,
4368,RT,MattStaffordQB1,981,234,4,73414,,,,radi_EWU,1869,4002,26,48359,,,
4369,RT,connor09120149,785,2263,1,7617,,,,Sportsnerdz,2729,1197,19,10157,,,
4370,Tweet,vincentchev,256,507,1,1485,,,,vincentchev,2729,1197,19,10157,,,
4371,RT,FantasyBBQ,2014,1734,20,4104,,,,TheBLeagueSays,2118,2728,17,33165,,,
4372,RT,MattStaffordQB1,981,234,4,73414,,,,yossieweinberg,94,1245,3,15875,,,
4373,RT,steven_fink,100,99,9,20047,,,,WUTangKids,98482,943,291,6933,,,
4374,Tweet,Estellosaurus,1227,754,75,40087,,,,Estellosaurus,98482,943,291,6933,,,
4375,RT,evan05_26,29,236,0,9282,,,,SNFonNBC,993038,2480,5415,79758,,,
4376,RT,PenuelNkosi10,153,649,1,55137,,,,SNFonNBC,993038,2480,5415,79758,,,
4377,RT,MattStaffordQB1,981,234,4,73414,,,,AndrewStopher,172,93,0,14037,,,
4378,RT,StewartTVNews,2264,4971,44,107467,,,,santamonicacity,39468,584,532,20724,,,
4379,RT,MattStaffordQB1,981,234,4,73414,,,,JJSn0w,69,460,1,968,,,
4380,RT,JasonD2k14,1660,3808,32,68972,,,,CincyProblems,139988,47989,186,24537,,,
4381,RT,SoyOscarGM_,267,2226,1,6570,,,,husamelzien,45,12,0,758,,,
4382,RT,CMcLeod0528,285,244,0,47537,,,,NextLAMayor,71597,3755,561,40308,,,
4383,RT,Deathwatchpers0,68,478,0,9479,,,,CalpainEqD,21797,2826,82,106104,,,
4384,RT,MattStaffordQB1,981,234,4,73414,,,,santamonicacity,39468,584,532,20724,,,
4385,RT,Rusty_Bunt,106,301,2,3732,,,,MUTGuru,72420,722,189,68758,,,
4386,Tweet,MannyGallegosJr,877,858,11,13390,,,,MannyGallegosJr,72420,722,189,68758,,,
4387,RT,_Slimm7,25310,699,131,23692,,,,MikeHilton_28,67786,1111,230,9176,,,
4388,RT,Rusty_Bunt,106,301,2,3732,,,,MUTGuru,72420,722,189,68758,,,
4389,Tweet,GamblingPodcast,16203,3377,319,62104,,,,GamblingPodcast,72420,722,189,68758,,,
4390,Tweet,HootersDWTNTO,634,43,3,914,,,,HootersDWTNTO,72420,722,189,68758,,,
4391,RT,barkflight,12323,9191,407,306822,,,,CountyofLA,137132,4658,1087,22173,,,
4392,Tweet,906808949S,21,90,0,99,,,,906808949S,137132,4658,1087,22173,,,
4393,Tweet,cba_24,388,523,22,47039,,,,cba_24,137132,4658,1087,22173,,,
4394,Tweet,kyle_rahschulte,10,72,0,140,,,,kyle_rahschulte,137132,4658,1087,22173,,,
4395,RT,MIGGIE611,498,1192,43,58795,,,,LACoSheriff,23710,377,220,1958,,,
4396,Tweet,Mooseguy8,70,119,1,620,,,,Mooseguy8,23710,377,220,1958,,,
4397,Tweet,coachfobb,1724,1108,9,28552,,,,coachfobb,23710,377,220,1958,,,
4398,RT,Kikuyukuyu,806,2383,12,59700,,,,RhythmNationUSA,1190,754,6,12214,,,
4399,RT,Foss534,4143,3552,69,48348,,,,TheBLeagueSays,2118,2728,17,33165,,,
4400,Tweet,Hoops227_NFL,110,866,3,106799,,,,Hoops227_NFL,2118,2728,17,33165,,,
